suggested_element,score,text,file,line,source,p_uicontrol,p_filepath,p_codeph,choice,context
codeph,0.930,ro.sync.ecss.extensions.api.AuthorExternalObjectInsertionHandler,topics/dg-drop-paste-handler.dita,48,codeph/identifier,0.050,0.060,0.930,codeph,[[ro.sync.ecss.extensions.api.AuthorExternalObjectInsertionHandler]].getImporterStylesheetFileName(AuthorAccess)
codeph,0.930,InsertFragmentOperation,topics/dg-insert-section-action.dita,72,any/emphasis,0.110,0.040,0.930,codeph,"Set the invoke operation field to [[InsertFragmentOperation]] built-in operation, designed to insert an XML fragment at the cursor position. This belongs to a set of built-in operations, a complete list of which can be found in the Author Default Operations section. This set can be expanded with your own Java operation implementations. "
codeph,0.930,doOperation,topics/dg-step-by-step-example.dita,23,codeph/identifier,0.060,0.030,0.930,codeph,"Modify the simple.documentation.framework.InsertImageOperation class that implements the ro.sync.ecss.extensions.api.AuthorOperation interface. This interface defines three methods: [[doOperation]], getArguments and getDescription"
codeph,0.930,getDescription,topics/dg-step-by-step-example.dita,47,codeph/identifier,0.060,0.040,0.930,codeph,The [[getDescription]] method is used by when the operation is configured. It returns a description of the operation.
codeph,0.930,simple.documentation.framework.InsertImageOperation,topics/dg-step-by-step-example.dita,167,codeph/identifier,0.180,0.080,0.930,codeph,Set the Invoke operation field to [[simple.documentation.framework.InsertImageOperation]].
codeph,0.930,getColSpan,topics/dg-table-cell-spanning-provider.dita,59,codeph/identifier,0.020,0.040,0.930,codeph,The [[getColSpan]] method is taking as argument the table cell. The table layout engine will ask this AuthorTableSpanSupport implementation what is the column span and the row span for each XML element from the table that was marked as cell in the CSS using the property display:table-cell. The implementation is simple and just parses the value of column_span attribute. The method must return null 
codeph,0.930,xml:lang,topics/dita-translating.dita,74,any/emphasis,0.040,0.020,0.930,codeph,"All of your translated DITA maps and topics should have the [[xml:lang]] attribute set with the appropriate value on the root element. Along with the actual translated content, the published output may also contain static text (such as the word Table followed by the table number, Figure following by the number, or Note appearing before the content of each DITA note element). The DITA Open Toolkit "
codeph,0.930,dotx.file,topics/ditamap-ms-word.dita,47,any/emphasis,0.130,0.540,0.930,codeph,[[dotx.file]] - Specifies the path to a Word template file (.docx) that will be used in the transformation to generate the final Word document. Set this parameter if you want to use a different template file other than the Normal.docx file that is used by default.
codeph,0.930,getDocument(),topics/document-plugin.dita,34,codeph/call,0.030,0.010,0.930,codeph,[[getDocument()]] - Returns a javax.swing.text.Document object that represents the current document.
codeph,0.930,-q,topics/eppo-installation-linux.dita,117,any/emphasis,0.060,0.030,0.930,codeph,"In unattended mode, the installer does not overwrite files with the same name if a previous version of the is installed in the same folder. The -overwrite parameter added after the [[-q]] parameter forces the overwriting of these files."
codeph,0.930,license.servlet.password.encrypted,topics/eppo-installation-linux.dita,201,codeph/identifier,0.080,0.030,0.930,codeph,"[[license.servlet.password.encrypted]] || Specifies the password for the HTTP license server, in encrypted form. Can be obtained from an entry with the same name in an existing license.xml file (found in: [user_home_directory]\AppData\Roaming\com.oxygenxml[user_home_directory]\AppData\Roaming\com.oxygenxml.author[user_home_directory]\AppData\Roaming\com.oxygenxml.developer[user_home_directory]\App"
codeph,0.930,license.servlet.password,topics/eppo-installation-linux.dita,196,codeph/identifier,0.100,0.030,0.930,codeph,"[[license.servlet.password]] || Specifies the password for the HTTP license server, in clear form (will be stored encrypted)."
codeph,0.930,autoVersionChecking,topics/eppo-installation-linux.dita,251,codeph/identifier,0.280,0.070,0.930,codeph,[[autoVersionChecking]] || Used for automatic version checking. Possible values are true (default) or false.
codeph,0.930,installAIPositronAddons,topics/eppo-installation-linux.dita,278,codeph/identifier,0.180,0.030,0.930,codeph,[[installAIPositronAddons]] || Set to false to prohibit the application from allowing the end user to install any of the AI Positron add-ons.
codeph,0.930,allowAIPositronService,topics/eppo-installation-linux.dita,283,codeph/identifier,0.370,0.030,0.930,codeph,[[allowAIPositronService]] || Set to false to prohibit the AI Positron add-on from connecting and using models from the AI Positron Service platform.
codeph,0.930,-varfile,topics/eppo-installation-windows.dita,106,codeph/flag,0.050,0.510,0.930,codeph,"[[-varfile]] || Specifies the location of a response.varfile, normally to be used during an unattended installation."
codeph,0.930,license.servlet.password,topics/eppo-installation-windows.dita,182,codeph/identifier,0.110,0.030,0.930,codeph,"[[license.servlet.password]] || Specifies the password for the HTTP license server, in clear form (will be stored encrypted)."
codeph,0.930,installAIPositronAddons,topics/eppo-installation-windows.dita,264,codeph/identifier,0.170,0.030,0.930,codeph,[[installAIPositronAddons]] || Set to false to prohibit the application from allowing the end user to install any of the AI Positron add-ons.
codeph,0.930,allowAIPositronService,topics/eppo-installation-windows.dita,269,codeph/identifier,0.370,0.030,0.930,codeph,[[allowAIPositronService]] || Set to false to prohibit the AI Positron add-on from connecting and using models from the AI Positron Service platform.
codeph,0.930,-ext,topics/file-comparison-integrate-sourcetree.dita,44,codeph/flag,0.180,0.070,0.930,codeph,Arguments - Enter [[-ext]] $REMOTE $LOCAL $LOCAL.
codeph,0.930,URLStreamHandlerPluginExtension,topics/howto-custom-protocol-plugin.dita,38,any/emphasis,0.020,0.040,0.930,codeph,"It is necessary that the plugin extension for the custom protocol implements the [[URLStreamHandlerPluginExtension]] interface. Without it, you cannot use your plugin, because is not able to find the protocol handler."
codeph,0.930,dependentRequired,topics/json-schema-diagram-palette-view.dita,48,codeph/identifier,0.030,0.030,0.930,codeph,"Conditionals: if, then, else, dependencies (for draft-04, draft-06, or draft-07 schemas), [[dependentRequired]] (for 2019-09 or 2020-12 schemas), dependentSchemas (for 2019-09 or 2020-12 schemas)."
codeph,0.930,additionalProperties,topics/json-schema-instance-generator.dita,57,codeph/identifier,0.110,0.020,0.930,codeph,"If selected, [[additionalProperties]] (for objects) and additionalItems (for arrays) will be set to false in the resulting schema. By default, these keys are not in the schema, meaning that providing additional content (according to the schema) is allowed."
codeph,0.930,-nu,topics/merge-directories-change-tracking.dita,58,codeph/flag,0.120,0.030,0.930,codeph,"[[-nu]] noUpdateOfModifNonXMLFiles || Set to true if you want to keep the non-XML files at their versions from the base directory. The default value is false, which means that all files in the output directory that are copies of non-XML files in the base directory will be replaced by their corresponding files in the directory to merge with."
codeph,0.930,-nd,topics/merge-directories-change-tracking.dita,72,codeph/flag,0.130,0.050,0.930,codeph,"[[-nd]] noDeletionOfFilesOnlyPresentInBaseDir || Set to true if you want to preserve the files that are only present in the base directory. The default value is false, which means that all files that are only present in the base directory and initially copied to the output directory are deleted."
codeph,0.930,noDeletionOfFilesOnlyPresentInBaseDir,topics/merge-directories-change-tracking.dita,72,codeph/identifier,0.360,0.040,0.930,codeph,"-nd [[noDeletionOfFilesOnlyPresentInBaseDir]] || Set to true if you want to preserve the files that are only present in the base directory. The default value is false, which means that all files that are only present in the base directory and initially copied to the output directory are deleted."
codeph,0.930,-cm,topics/merge-directories-change-tracking.dita,79,codeph/flag,0.150,0.040,0.930,codeph,"[[-cm]] createChangeTrackingMarkersForAddedXMLFiles || Set to true if you want to create change tracking markers for the XML files only present in the directory to merge with (that will be added to the output directory). Although these files have no counterparts in the base directory, change tracking markers of the type ""entire content added/inserted"" will be created. The option is not necessarily"
codeph,0.930,spring.datasource.url,topics/ofbENT-installation-docker.dita,316,codeph/identifier,0.020,0.020,0.930,codeph,[[spring.datasource.url]] - The URL of the Oxygen Text Search Service database that has the following format: jdbc:postgresql://<hostname>:<port>/<database>
codeph,0.930,http.proxyPort,topics/ofbENT-installation-docker.dita,334,any/emphasis,0.360,0.030,0.930,codeph,[[http.proxyPort]] - The port number of the HTTP proxy server.
codeph,0.930,-ef,topics/scripting-compare-directories.dita,66,codeph/flag,0.100,0.050,0.930,codeph,[[-ef]] excludeFilesFilter || Use this argument to exclude files that match the specified pattern from the comparison (e.g. *.jpg).
codeph,0.930,-iws,topics/scripting-compare-directories.dita,100,codeph/flag,0.200,0.020,0.930,codeph,"[[-iws]] ignoreWS || If set to true, whitespaces are ignored if differences consist only of whitespaces. Default value = false."
codeph,0.930,ignoreWS,topics/scripting-compare-directories.dita,100,codeph/identifier,0.420,0.030,0.930,codeph,"-iws [[ignoreWS]] || If set to true, whitespaces are ignored if differences consist only of whitespaces. Default value = false."
codeph,0.930,ignoreComments,topics/scripting-compare-directories.dita,110,codeph/identifier,0.410,0.020,0.930,codeph,"-icm [[ignoreComments]] (only for the XML-aware algorithms) || If set to true, comments are ignored in the comparison. Default value = false."
codeph,0.930,ignoreText,topics/scripting-compare-directories.dita,120,codeph/identifier,0.390,0.020,0.930,codeph,"-itn [[ignoreText]] (only for the XML-aware algorithms) || If set to true, text content is ignored in the comparison. Default value = false."
codeph,0.930,ignoreDocType,topics/scripting-compare-directories.dita,115,codeph/identifier,0.440,0.020,0.930,codeph,"-idt [[ignoreDocType]] (only for the XML-aware algorithms) || If set to true, DOCTYPE sections are ignored in the comparison. Default value = false."
codeph,0.930,ignoreNS,topics/scripting-compare-directories.dita,125,codeph/identifier,0.430,0.020,0.930,codeph,"-ins [[ignoreNS]] (only for the XML-aware algorithms) || If set to true, namespaces are ignored in the comparison. Default value = false."
codeph,0.930,-mergeout,topics/scripting-compare-directories.dita,173,codeph/flag,0.180,0.070,0.930,codeph,"[[-mergeout]] outputDirPathForMerge || Invokes a merge operation after the comparison and also allows you to specify the output directory path for the merge operation. For example, it allows you to specify a specific existing or new directory where the results of the merge operation is saved, other than the first directory path for the comparison (which is what happens when using only the -merge a"
codeph,0.930,-out,topics/scripting-compare-directories.dita,183,codeph/flag,0.100,0.110,0.930,codeph,"[[-out]] outputFormat || Specifies the format of the output. Possible values: yaml/grouped, yaml/raw, json/grouped, json/raw, xml/grouped, xml/raw, html, html/ifcr, htm, or htm/ifcr. Default value = yaml/grouped. If you choose to save/redirect the console output to a file, this argument establishes the type of the output file and its content is formatted accordingly. If you skip specifying the ""/g"
codeph,0.930,-alg,topics/scripting-compare-files.dita,50,codeph/flag,0.140,0.020,0.930,codeph,"[[-alg]] comparisonAlg || Specifies the algorithm to be used for the comparison. Possible values: auto, chars, words, lines, syntax_aware, xml_fast, and xml_accurate. Default value = auto."
codeph,0.930,-als,topics/scripting-compare-files.dita,59,codeph/flag,0.140,0.030,0.930,codeph,"[[-als]] algStrength || Specifies the strength of the algorithm to be used for the comparison. Possible values: low, medium, high, and very_high. Default value = medium."
codeph,0.930,-iws,topics/scripting-compare-files.dita,66,codeph/flag,0.170,0.030,0.930,codeph,"[[-iws]] ignoreWS || If set to true, whitespaces are ignored if differences consist only of whitespaces. Default value = false."
codeph,0.930,ignoreComments,topics/scripting-compare-files.dita,76,codeph/identifier,0.430,0.020,0.930,codeph,"-icm [[ignoreComments]] (only for the XML-aware algorithms) || If set to true, comments are ignored in the comparison. Default value = false."
codeph,0.930,ignoreDocType,topics/scripting-compare-files.dita,81,codeph/identifier,0.410,0.020,0.930,codeph,"-idt [[ignoreDocType]] (only for the XML-aware algorithms) || If set to true, DOCTYPE sections are ignored in the comparison. Default value = false."
codeph,0.930,ignoreNSDecl,topics/scripting-compare-files.dita,96,codeph/identifier,0.330,0.020,0.930,codeph,"-ind [[ignoreNSDecl]] (only for the XML-aware algorithms) || If set to true, namespace declarations are ignored in the comparison. Default value = false."
codeph,0.930,ignoreNS,topics/scripting-compare-files.dita,91,codeph/identifier,0.420,0.030,0.930,codeph,"-ins [[ignoreNS]] (only for the XML-aware algorithms) || If set to true, namespaces are ignored in the comparison. Default value = false."
codeph,0.930,ignoreAttrOrder,topics/scripting-compare-files.dita,106,codeph/identifier,0.360,0.020,0.930,codeph,"-iao [[ignoreAttrOrder]] (only for the XML-aware algorithms) || If set to true, the order of attributes is ignored in the comparison. Default value = false."
codeph,0.930,-ss,topics/scripting_oxygen_batch_converter.dita,74,codeph/flag,0.120,0.040,0.930,codeph,"[[-ss]] (true|false) [only for Word to DITA, HTML to DITA, Markdown to DITA, DocBook to DITA, and OpenAPI to DITA conversions] || Splits sections marked by titles or headings to separate files and create a DITA map. The possible values are true or false (default)."
codeph,0.930,-epp,topics/scripting_oxygen_json_schema_documentation.dita,64,codeph/flag,0.110,0.020,0.930,codeph,[[-epp]] exclude pattern properties || Optional argument that specifies if the JSON schema pattern properties should be present. Default value is true.
codeph,0.930,-ea,topics/scripting_oxygen_json_schema_documentation.dita,49,codeph/flag,0.080,0.030,0.930,codeph,[[-ea]] exclude annotations || Optional argument that specifies if the JSON schema annotations should be present. Default value is true.
codeph,0.930,-es,topics/scripting_oxygen_json_schema_documentation.dita,74,codeph/flag,0.100,0.050,0.930,codeph,[[-es]] exclude source || Optional argument that specifies if the JSON schema source should be present. Default value is true.
codeph,0.930,-ee,topics/scripting_oxygen_json_schema_documentation.dita,69,codeph/flag,0.090,0.030,0.930,codeph,[[-ee]] exclude enumerations || Optional argument that specifies if the JSON schema enumerations should be present. Default value is true.
codeph,0.930,-ecp,topics/scripting_oxygen_json_schema_documentation.dita,84,codeph/flag,0.100,0.020,0.930,codeph,[[-ecp]] exclude compositions || Optional argument that specifies if the JSON schema compositions should be present. Default value is true.
codeph,0.930,-il,topics/scripting_oxygen_json_schema_documentation.dita,99,codeph/flag,0.090,0.060,0.930,codeph,[[-il]] include location || Optional argument that specifies if the JSON schema location should be present. Default value is false.
codeph,0.930,-il,topics/scripting_oxygen_openAPI_documentation.dita,99,codeph/flag,0.090,0.060,0.930,codeph,[[-il]] include location || Optional argument that specifies if the JSON schema location should be present. Default value is false.
codeph,0.930,-sf,topics/scripting_oxygen_validate.dita,41,codeph/flag,0.070,0.170,0.930,codeph,[[-sf]] scenariosFilePath || Optional argument that specifies the path of the file that stores the validation scenarios (either an Oxygen scenarios file or an Oxygen project file). It can also be provided as a URL. The file that stores the validation scenarios must have a similar format to that generated from Oxygen by invoking Export Global Validation Scenarios from the Options menu. This type of
codeph,0.930,-sn,topics/scripting_oxygen_validate.dita,54,codeph/flag,0.070,0.110,0.930,codeph,"Oxygen also saves the custom validation scenarios (as well as the scenario associations made explicitly for the files you work with) in special formatted Oxygen project files (usually with the .xpr file extension). Therefore, by using the arguments provided through [[-sn]] and -sf options, you can apply any scenario that was previously stored in either a scenarios file or an Oxygen project file."
codeph,0.930,-sn,topics/scripting_oxygen_validate.dita,61,codeph/flag,0.130,0.050,0.930,codeph,The -s and [[-sn]] options are mutually exclusive. Specifying both in the same command line is not allowed.
codeph,0.930,-verbose,topics/scripting_oxygen_xml_instance_generator.dita,62,codeph/flag,0.200,0.030,0.930,codeph,[[-verbose]] || This argument can be specified to activate verbose logging.
codeph,0.930,isAutoIDGenerationActive,topics/unique_attributes_recognizer.dita,22,codeph/identifier,0.120,0.020,0.930,codeph,"Automatic ID generation - You can automatically generate unique IDs for newly inserted elements. Implementations are already available for the DITA and DocBook frameworks. The following methods can be implemented to accomplish this: assignUniqueIDs(int startOffset, int endOffset), [[isAutoIDGenerationActive]]()"
codeph,0.930,p4.ssl,topics/wa-integrate-perforce.dita,41,any/emphasis,0.050,0.030,0.930,codeph,"To use the Perforce plugin with an SSL certificate, you need to set a system property called [[p4.ssl]]:-Dp4.ssl=""true"""
codeph,0.930,getPath,topics/webapp-create-plugin-config-page.dita,45,codeph/identifier,0.040,0.100,0.930,codeph,Implement the [[getPath]] method to return a non-empty string that represents the path that will have this extension served.
codeph,0.930,getOptionsForm,topics/webapp-create-plugin-config-page.dita,56,codeph/identifier,0.160,0.040,0.930,codeph,"Optionally, if you need to override the doGet method, make sure it responds with the result of [[getOptionsForm]] for header Accept=text/html, and with the result of getOptionsJson when called with header Accept=application/json. Use the getOption or getDefaultOptions methods to access the current or default options."
codeph,0.930,com.oxygenxml.examples.webdav.WebdavPluginConfigExtension,topics/webapp-create-plugin-config-page.dita,61,codeph/identifier,0.070,0.140,0.930,codeph,"For an implementation example, you can look at [[com.oxygenxml.examples.webdav.WebdavPluginConfigExtension]] in the web-author-webdav-plugin."
codeph,0.930,relative_url,topics/webapp_editor_variables.dita,26,codeph/identifier,0.350,0.330,0.930,codeph,"For url and [[relative_url]] parameters, the title will be the name of the parameter and the value of the 'message'."
codeph,0.930,webhelp.fragment.after.main.content.area.topic.page,topics/webhelp-responsive-plugin-additional-parameters.dita,249,codeph/identifier,0.120,0.070,0.930,codeph,[[webhelp.fragment.after.main.content.area.topic.page]] || This parameter can be used to display a given XHTML fragment after the main content section in the topic page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.after.search.input.search.page,topics/webhelp-responsive-plugin-additional-parameters.dita,286,codeph/identifier,0.190,0.070,0.930,codeph,[[webhelp.fragment.after.search.input.search.page]] || This parameter can be used to display a given XHTML fragment after the search field in all the search results page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.after.topic.content,topics/webhelp-responsive-plugin-additional-parameters.dita,331,codeph/identifier,0.100,0.080,0.930,codeph,[[webhelp.fragment.after.topic.content]] || This parameter can be used to display a given XHTML fragment after the topic's content in the topic page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.before.body.terms.page,topics/webhelp-responsive-plugin-additional-parameters.dita,373,codeph/identifier,0.130,0.060,0.930,codeph,[[webhelp.fragment.before.body.terms.page]] || This parameter can be used to display a given XHTML fragment before the page body in the index terms page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.before.main.content.area,topics/webhelp-responsive-plugin-additional-parameters.dita,402,codeph/identifier,0.200,0.070,0.930,codeph,[[webhelp.fragment.before.main.content.area]] || This parameter can be used to display a given XHTML fragment before the main content section in all types of pages. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.before.main.content.area.topic.page,topics/webhelp-responsive-plugin-additional-parameters.dita,430,codeph/identifier,0.120,0.070,0.930,codeph,[[webhelp.fragment.before.main.content.area.topic.page]] || This parameter can be used to display a given XHTML fragment before the main content section in the topic page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.before.search.input.main.page,topics/webhelp-responsive-plugin-additional-parameters.dita,464,codeph/identifier,0.240,0.070,0.930,codeph,[[webhelp.fragment.before.search.input.main.page]] || This parameter can be used to display a given XHTML fragment before the search field in the main page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.before.search.input.terms.page,topics/webhelp-responsive-plugin-additional-parameters.dita,478,codeph/identifier,0.270,0.060,0.930,codeph,[[webhelp.fragment.before.search.input.terms.page]] || This parameter can be used to display a given XHTML fragment before the search field in the index terms page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.head.search.page,topics/webhelp-responsive-plugin-additional-parameters.dita,572,codeph/identifier,0.230,0.080,0.930,codeph,[[webhelp.fragment.head.search.page]] || This parameter can be used to display a given XHTML fragment in the header section in the search results page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.show.pdf.link,topics/webhelp-responsive-plugin-additional-parameters.dita,1038,codeph/identifier,0.360,0.040,0.930,codeph,[[webhelp.show.pdf.link]] || Specifies whether or not the PDF link component is shown in the WebHelp Responsive output. Allowed values are: yes (default) and no.
codeph,0.930,custom-search-results,topics/wh-configure-custom-search-engine.dita,76,any/emphasis,0.630,0.030,0.930,codeph,The search results should be pushed into the div element created earlier with the id [[custom-search-results]].
codeph,0.930,webhelp.labels.generation.mode,topics/wh-labels.dita,72,codeph/identifier,0.100,0.030,0.930,codeph,The default value for the [[webhelp.labels.generation.mode]] transformation parameter is keywords-label.
codeph,0.930,webhelp.fragment.after.body.topic.page,topics/wh-responsive-output.dita,285,codeph/identifier,0.110,0.070,0.930,codeph,[[webhelp.fragment.after.body.topic.page]] || This parameter can be used to display a given XHTML fragment after the body in the topic page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.after.search.input.main.page,topics/wh-responsive-output.dita,331,codeph/identifier,0.200,0.070,0.930,codeph,[[webhelp.fragment.after.search.input.main.page]] || This parameter can be used to display a given XHTML fragment after the search field in all the main page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.after.search.input.topic.page,topics/wh-responsive-output.dita,338,codeph/identifier,0.170,0.070,0.930,codeph,[[webhelp.fragment.after.search.input.topic.page]] || This parameter can be used to display a given XHTML fragment after the search field in all the topic page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.after.search.input.search.page,topics/wh-responsive-output.dita,345,codeph/identifier,0.190,0.070,0.930,codeph,[[webhelp.fragment.after.search.input.search.page]] || This parameter can be used to display a given XHTML fragment after the search field in all the search results page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.after.search.input.terms.page,topics/wh-responsive-output.dita,352,codeph/identifier,0.250,0.060,0.930,codeph,[[webhelp.fragment.after.search.input.terms.page]] || This parameter can be used to display a given XHTML fragment after the search field in all the index terms page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.before.body.search.page,topics/wh-responsive-output.dita,395,codeph/identifier,0.130,0.070,0.930,codeph,[[webhelp.fragment.before.body.search.page]] || This parameter can be used to display a given XHTML fragment before the page body in the search results page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.before.body.terms.page,topics/wh-responsive-output.dita,402,codeph/identifier,0.120,0.070,0.930,codeph,[[webhelp.fragment.before.body.terms.page]] || This parameter can be used to display a given XHTML fragment before the page body in the index terms page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.before.search.input.search.page,topics/wh-responsive-output.dita,450,codeph/identifier,0.210,0.080,0.930,codeph,[[webhelp.fragment.before.search.input.search.page]] || This parameter can be used to display a given XHTML fragment before the search field in the search results page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.before.search.input.terms.page,topics/wh-responsive-output.dita,457,codeph/identifier,0.280,0.060,0.930,codeph,[[webhelp.fragment.before.search.input.terms.page]] || This parameter can be used to display a given XHTML fragment before the search field in the index terms page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.head.search.page,topics/wh-responsive-output.dita,505,codeph/identifier,0.260,0.080,0.930,codeph,[[webhelp.fragment.head.search.page]] || This parameter can be used to display a given XHTML fragment in the header section in the search results page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.after.header.main.page,topics/wh-responsive-output.dita,532,codeph/identifier,0.140,0.070,0.930,codeph,[[webhelp.fragment.after.header.main.page]] || This parameter can be used to display a given XHTML fragment after the header section in the main page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.before.main.content.area,topics/wh-responsive-output.dita,574,codeph/identifier,0.190,0.060,0.930,codeph,[[webhelp.fragment.before.main.content.area]] || This parameter can be used to display a given XHTML fragment before the main content section in all types of pages. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.before.main.content.area.main.page,topics/wh-responsive-output.dita,581,codeph/identifier,0.150,0.070,0.930,codeph,[[webhelp.fragment.before.main.content.area.main.page]] || This parameter can be used to display a given XHTML fragment before the main content section in the main page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.before.main.content.area.topic.page,topics/wh-responsive-output.dita,588,codeph/identifier,0.130,0.070,0.930,codeph,[[webhelp.fragment.before.main.content.area.topic.page]] || This parameter can be used to display a given XHTML fragment before the main content section in the topic page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.after.main.content.area.topic.page,topics/wh-responsive-output.dita,623,codeph/identifier,0.110,0.060,0.930,codeph,[[webhelp.fragment.after.main.content.area.topic.page]] || This parameter can be used to display a given XHTML fragment after the main content section in the topic page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.before.topic.breadcrumb,topics/wh-responsive-output.dita,644,codeph/identifier,0.160,0.060,0.930,codeph,[[webhelp.fragment.before.topic.breadcrumb]] || This parameter can be used to display a given XHTML fragment before the breadcrumb component in the topic page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.fragment.after.topic.toc,topics/wh-responsive-output.dita,707,codeph/identifier,0.130,0.070,0.930,codeph,[[webhelp.fragment.after.topic.toc]] || This parameter can be used to display a given XHTML fragment after the topic's table of contents component in the topic page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.930,webhelp.show.pdf.link,topics/wh-responsive-output.dita,909,codeph/identifier,0.340,0.040,0.930,codeph,[[webhelp.show.pdf.link]] || Specifies whether or not the PDF link component is shown in the WebHelp Responsive output. Allowed values are: yes (default) and no.
codeph,0.930,html-fragments,topics/whr-add-facebook-button.dita,62,any/emphasis,0.110,0.120,0.930,codeph,"Use one of the parameters that begin with webhelp.fragment in the [[html-fragments]] section of the descriptor file. Set the value of that parameter to reference the facebook-widget.xml file that you created earlier.<publishing-template> ... <webhelp> ... <html-fragments> <fragment file=""HTML-fragments/facebook-widget.xml"" placeholder=""webhelp.fragment.after.toc_or_tiles""/> </html-fragments> </web"
codeph,0.930,webhelp.show.pdf.link,topics/whr-add-link-to-PDF.dita,47,codeph/identifier,0.350,0.040,0.930,codeph,[[webhelp.show.pdf.link]] || Specifies whether or not the PDF link component is shown in the WebHelp Responsive output. Allowed values are: yes (default) and no.
codeph,0.930,--temp=dir,topics/whr-build-output.dita,65,codeph/flag,0.100,0.300,0.930,codeph,[[--temp=dir]] || Specifies the location of the temporary directory.
codeph,0.930,appname,topics/whr-context-sensitive.dita,107,any/emphasis,0.220,0.130,0.930,codeph,"Used in combination with contextId to match the corresponding [[appname]]. Its value comes from the appname attribute of the resourceid element and is empty ("""") if unspecified."
codeph,0.930,WebHelpAPI.SearchDocument,topics/whr_how_to_replace_webhelp_search_engine.dita,141,any/emphasis,0.030,0.040,0.930,codeph,"[[WebHelpAPI.SearchDocument]] is a JavaScript object used to hold the search result for a single topic/HTML page. To create such an object, the following fields are required: String: linkLocation - The URL to the topic. String: title - The topic title. String: shortDescription - The topic short description. const searchDocument = new WebHelpAPI.SearchDocument(linkLocation, title, shortDescription)"
codeph,0.920,oxy_xpath,dev_guide/customizing_the_author_visual_editing_mode.dita,27,codeph/identifier,0.050,0.030,0.920,codeph,"Use custom CSS functions. For example, the [[oxy_xpath]] function allows you to run an XPath search over the document and use that value as static text."
codeph,0.920,deliverable.id,reusables/topics/reusables-author-for-dita.dita,1257,any/emphasis,0.160,0.060,0.920,codeph,[[deliverable.id]] - Specifies the id of the deliverable. This parameter is only available in the Publish DITA-OT Project (select deliverable) transformation.
codeph,0.920,author.image.width.autoscale.limit,reusables/topics/reusables-cf-wa-waCustom.dita,83,codeph/identifier,0.240,0.020,0.920,codeph,"[[author.image.width.autoscale.limit]] || Integer | If set to a value greater than 0, images wider than this number of pixels will be resized. By default 1024."
