suggested_element,score,text,file,line,source,p_uicontrol,p_filepath,p_codeph,choice,context
codeph,0.950,--verbose,topics/whr-build-output.dita,70,codeph/flag,0.598,0.047,0.950,codeph,[[--verbose]] || Verbose logging.
codeph,0.950,oxy_xpath,topics/ch_how_to_insert_date.dita,13,codeph/identifier,0.114,0.186,0.950,codeph,"provides a CSS extension, [[oxy_xpath]], that can be used to execute XPath functions, including the fn:current-date function that simply returns the current date."
codeph,0.950,URLStreamHandlerWithLockPluginExtension interface,topics/resource-locking-custom-protocol-plugin.dita,23,any/emphasis,0.093,0.230,0.950,codeph,[[URLStreamHandlerWithLockPluginExtension interface]] || The plugin receives callbacks following the simple protocol for resource locking and unlocking imposed by . There are two additional methods that must be implemented: getLockHandler() Returns a LockHandler implementation class with the implementation of the lock specific methods from the plugin. isLockingSupported(String protocol) Returns a 
codeph,0.950,border-collapse,topics/ch_standard_w3c_css_properties.dita,191,any/emphasis,0.154,0.195,0.950,codeph,Cannot be used inside tables along with the [[border-collapse]] property set to collapse. Use border-collapse: separate to round the cell corners. It also has this effect on the background shape.
codeph,0.950,-h,topics/open-local-file-from-cmd.dita,52,any/emphasis,0.170,0.054,0.950,codeph,You can use the [[-h]] or --help parameters to see more detailed information about possible values. 
codeph,0.950,com.oxygenxml.webhelp.xsl.contextHelpMap.param,topics/whr-responsive-override-xslt-dita-xslt-import.dita,169,codeph/identifier,0.131,0.115,0.950,codeph,[[com.oxygenxml.webhelp.xsl.contextHelpMap.param]] || Use this extension point to pass parameters to the stylesheet specified using the com.oxygenxml.webhelp.xsl.contextHelpMap extension point.
codeph,0.950,false,topics/wa-rate-limit-filter.dita,68,any/emphasis,0.241,0.152,0.950,codeph,Set to [[false]] to allow requests through even when they exceed the maximum allowed per time window. Your application code can still inspect the Request Attribute org.apache.catalina.filters.RateLimitFilter.Count to retrieve the number of Requests made from that IP within the time window. Default is true. || enforce
codeph,0.950,webhelp.fragment.footer,reusables/topics/reusables-webhelp-output-parameters.dita,616,codeph/identifier,0.206,0.102,0.950,codeph,"[[webhelp.fragment.footer]] || This parameter can be used to display a given XHTML fragment as the page footer in all types of pages. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.This parameter should only be used if you are using a valid, purchased license of (do not use it with a trial license)."
codeph,0.950,webhelp.fragment.before.publication.toc,topics/whr_publishing_template_contents.dita,612,codeph/identifier,0.459,0.331,0.950,codeph,[[webhelp.fragment.before.publication.toc]] - Displays the specified XHTML fragment before the publication's table of contents component in the topic page.
codeph,0.950,-no-aggressive-hyphenation,topics/ch_command_line_interface.dita,202,codeph/flag,0.373,0.096,0.950,codeph,"[[-no-aggressive-hyphenation]] || normally uses an aggressive technique to create hyphenation points at underscores, dots, and case changes. To disable this functionality, use this -no-aggressive-hyphenation parameter."
codeph,0.950,xml:lang,topics/dita-translating.dita,74,any/emphasis,0.144,0.149,0.950,codeph,"All of your translated DITA maps and topics should have the [[xml:lang]] attribute set with the appropriate value on the root element. Along with the actual translated content, the published output may also contain static text (such as the word Table followed by the table number, Figure following by the number, or Note appearing before the content of each DITA note element). The DITA Open Toolkit "
codeph,0.950,--format=webhelp-responsive,topics/whr-build-output.dita,36,codeph/flag,0.623,0.080,0.950,codeph,[[--format=webhelp-responsive]] || Specifies the output format (transformation type) for WebHelp Responsive transformation.
codeph,0.950,auto-odd,topics/ch_css_extensions.dita,288,any/emphasis,0.233,0.068,0.950,codeph,<number> |auto | [[auto-odd]] | auto-even | inherit | initial | unset || -oxy-initial-page-number | Used to set the initial page number to be used on this particular page sequence.@page chapter-page { -oxy-initial-page-number: auto-odd; } | auto | no
codeph,0.950,AuthorSchemaAwareEditingHandlerAdapter,topics/dg-author-schema-aware-editing-handler.dita,39,any/emphasis,0.104,0.152,0.950,codeph,"To instruct to use this newly created implementation, configure an extensions bundle and return the [[AuthorSchemaAwareEditingHandlerAdapter]] implementation using the ro.sync.ecss.extensions.api.ExtensionsBundle.getAuthorSchemaAwareEditingHandlerAdapter() method."
codeph,0.950,head,topics/mathjax-webhelp.dita,26,any/emphasis,0.217,0.175,0.950,codeph,"If you have DocBook or DITA content that has embedded MathML equations and you want to properly view the equations in published HTML output types (WebHelp, CHM, EPUB, etc.), you need to add a reference to the MathJax script in the [[head]] element of all HTML files that have the equation embedded."
codeph,0.949,-Xmx,topics/increase-java-memory.dita,39,codeph/flag,0.423,0.124,0.949,codeph,"Locate the JVM Arguments and increase the default value. For instance, to set 2 gigabytes as the maximum amount of memory, you can use: -Xmx2g. If you do not specify the [[-Xmx]] value in this field, by default, the application will use a maximum of 512 megabytes when used with a 32-bit Java Virtual Machine and one gigabyte with a 64-bit Java Virtual Machine."
codeph,0.949,com.oxygenxml.pdf.css,topics/dcpp_technical_details.dita,13,filepath/filename,0.037,0.316,0.949,codeph,The DITA-OT CSS-based PDF Publishing Plugin comes bundled in the Oxygen XML Editor/Author distributions. The plugin ID is: [[com.oxygenxml.pdf.css]]. It is installed in the [OXYGEN-INSTALL-DIR]frameworks/dita//plugins/com.oxygenxml.pdf.css folder.
codeph,0.949,yes,topics/dcpp_how_to_create_fully_accessible_documents.dita,43,any/emphasis,0.427,0.404,0.949,codeph,"In the Parameters tab, change the value of the pdf.accessibility parameter to [[yes]]."
codeph,0.948,webhelp.fragment.after.feedback,reusables/topics/reusables-webhelp-output-parameters.dita,836,codeph/identifier,0.177,0.179,0.948,codeph,[[webhelp.fragment.after.feedback]] || This parameter can be used to display a given XHTML fragment after the Oxygen Feedback commenting component in the topic page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.948,webhelp.fragment.after.feedback,topics/webhelp-responsive-plugin-additional-parameters.dita,185,codeph/identifier,0.177,0.179,0.948,codeph,[[webhelp.fragment.after.feedback]] || This parameter can be used to display a given XHTML fragment after the Oxygen Feedback commenting component in the topic page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.948,webhelp.fragment.after.feedback,topics/wh-responsive-output.dita,693,codeph/identifier,0.177,0.179,0.948,codeph,[[webhelp.fragment.after.feedback]] || This parameter can be used to display a given XHTML fragment after the Oxygen Feedback commenting component in the topic page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.948,sqf:param,topics/customizing-sqf.dita,101,codeph/qname,0.222,0.234,0.948,codeph,<[[sqf:param]]> || Defines a parameter for a Quick Fix. If the parameter is defined as abstract then the type and default value should not be specified and the fix can be called from an abstract pattern that defines this parameter.
codeph,0.948,true,topics/dita-adding-media.dita,189,any/emphasis,0.209,0.137,0.948,codeph,"There is an even faster way of inserting an embedded video (such as a YouTube, Vimeo, or Vidyard). If you copy the embed code from the source (for example, you can right-click on a YouTube video and select Copy embed code), you can then paste the contents of the clipboard in the URL field and the Type will automatically be set on iframe, while the Width and Height will be populated according to th"
codeph,0.948,xs:alternative,topics/xml-schema-diagram-alternative-properties.dita,17,codeph/qname,0.230,0.129,0.948,codeph,[[xs:alternative]] is available for XML Schema 1.1.
codeph,0.948,xsi:type,topics/xml-schema-diagram-complexType-properties.dita,108,any/emphasis,0.146,0.191,0.948,codeph,"When set to true, this complex type cannot be used directly in the instance documents and needs to be substituted using an [[xsi:type]] attribute || Abstract | true/false | For global and anonymous complex types"
codeph,0.948,single-group,reusables/topics/reusables-webhelp-output-parameters.dita,884,any/emphasis,0.611,0.203,0.948,codeph,"Specifies the related links grouping mode. All links can be grouped into a single ""Related Information"" heading or links can be grouped by their target type (topic, task, or concept). Allowed values: [[single-group]] (default) or group-by-type."
codeph,0.948,AuthorComponentFactory,topics/author-component-plugins.dita,21,any/emphasis,0.109,0.105,0.948,codeph,"In the class that instantiates the [[AuthorComponentFactory]] (for example the ro.sync.ecss.samples.AuthorComponentSample class), call the methods AuthorComponentFactory.getPluginToolbarCustomizers(), AuthorComponentFactory.getPluginViewCustomizers(), and AuthorComponentFactory.getMenubarCustomizers(), obtain the customizers that have been added by the plugins and call them to obtain the custom sw"
codeph,0.947,yes,topics/dcpp_parameters.dita,376,any/emphasis,0.495,0.234,0.947,codeph,"When set to [[yes]] (default), glyph substitution is enabled (if the particular font supports it). This applies to Latin-based scripts only (the substitutions are always enabled in other types of scripts). If you encounter problems rendering or copying accented glyphs (e.g. umlauts or other diacritics), it might be helpful to set this parameter to no to disable the font glyph substitutions. Anothe"
codeph,0.947,"""$schema"": ""http://json-schema.org/draft-04/schema""",topics/json-validating-json-schema.dita,21,any/emphasis,0.078,0.139,0.947,codeph,"If there is a [[""$schema"": ""http://json-schema.org/draft-04/schema""]] property in the schema root, then Draft 4 will be used."
codeph,0.947,tabular-nums,topics/ch_standard_w3c_css_properties.dita,440,any/emphasis,0.462,0.143,0.947,codeph,"normal | none | lining-nums | oldstyle-nums | proportional-nums | [[tabular-nums]] | diagonal-fractions | stacked-fractions | ordinal | slashed-zero | initial | unset || font-variant-numeric |  | Controls the usage of alternate glyphs for numbers, fractions, and ordinal markers."
codeph,0.947,http://docbook.org/ns/docbook,topics/author-docbook5-doc-type.dita,20,any/emphasis,0.028,0.165,0.947,codeph,A file is considered to be a DocBook 5 document when the namespace is [[http://docbook.org/ns/docbook]].
codeph,0.947,import,topics/dg-xml-catalogs.dita,52,any/emphasis,0.097,0.161,0.947,codeph,"The schema that validates the document refers the other file abs.xsd through an [[import]] element:<xs:import namespace= ""http://www.oxygenxml.com/sample/documentation/abstracts"" schemaLocation=""http://www.oxygenxml.com/SDF/abs.xsd""/>"
codeph,0.947,com.oxygenxml.editor.editors.TextDnDListener,topics/dg-author-dnd-listener.dita,37,codeph/identifier,0.067,0.142,0.947,codeph,[[com.oxygenxml.editor.editors.TextDnDListener]] || Receives callbacks from the Eclipse plugin for Drag And Drop in Text mode.
codeph,0.947,DEBUG,topics/wa-publishing-support.dita,140,any/emphasis,0.084,0.109,0.947,codeph,"As mentioned above, the PDF publishing support uses the Oxygen PDF Chemistry engine to generate the PDF. If you want to monitor security access by generating verbose output, you can set the level of the CHEMISTRY_SECURITY_LOGGER to [[DEBUG]] level in the log4j configuration file:<Logger name=""CHEMISTRY_SECURITY_LOGGER"" level=""DEBUG""/>"
codeph,0.946,add-map-edit-link,topics/webauthor-integrate-embedded-launch.dita,68,any/emphasis,0.178,0.141,0.946,codeph,"For PDF output, if you want the edit link to be attached to an entire bookmap, you need to call the [[add-map-edit-link]] named template in your front page customization. For example:<xsl:template name=""createFrontCoverContents""> <!-- set the title --> <fo:block xsl:use-attribute-sets= class=""code-quote"">""__frontmatter__title""> <xsl:choose> <xsl:when test=""$map/*[contains(@class,' topic/title ')]["
codeph,0.946,https://www.oxygenxml.com/InstData/Addons/default/updateSite.xml,ai/ai-positron-vertex-ai-connector.dita,15,any/emphasis,0.528,0.800,0.946,codeph,Go to Help Install new add-ons to open the add-on selection dialog box. Enter or paste [[https://www.oxygenxml.com/InstData/Addons/default/updateSite.xml]] in the Show add-ons from field or select it from the drop-down menu. 
codeph,0.946,webhelp.fragment.before.publication.toc,reusables/topics/reusables-webhelp-output-parameters.dita,801,codeph/identifier,0.214,0.193,0.946,codeph,[[webhelp.fragment.before.publication.toc]] || This parameter can be used to display a given XHTML fragment before the publication's table of contents component in the topic page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.946,startElement,topics/dg-IDElementLocator-implem.dita,13,codeph/identifier,0.184,0.110,0.946,codeph,"The method [[startElement]] checks each of the element's attribute values and when one matches the link, it considers the element found if one of the following conditions is satisfied:"
codeph,0.946,webhelp.fragment.before.publication.toc,topics/webhelp-responsive-plugin-additional-parameters.dita,447,codeph/identifier,0.214,0.193,0.946,codeph,[[webhelp.fragment.before.publication.toc]] || This parameter can be used to display a given XHTML fragment before the publication's table of contents component in the topic page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.946,webhelp.fragment.before.publication.toc,topics/wh-responsive-output.dita,658,codeph/identifier,0.214,0.193,0.946,codeph,[[webhelp.fragment.before.publication.toc]] || This parameter can be used to display a given XHTML fragment before the publication's table of contents component in the topic page. The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.946,yes,topics/ch_command_line_interface.dita,108,any/emphasis,0.489,0.227,0.946,codeph,"When set to [[yes]] (default), glyph substitution is enabled (if the particular font supports it). This applies to Latin-based scripts only (the substitutions are always enabled in other types of scripts). If you encounter problems rendering or copying accented glyphs (i.e. umlauts or other diacritics), it might be helpful to set this parameter to no to disable the font glyph substitutions. Anothe"
codeph,0.946,ccOnEnter,topics/webauthor-user-management-integration.dita,55,codeph/identifier,0.120,0.096,0.946,codeph,You can control the behavior of the Enter key for particular users by setting the [[ccOnEnter]] property in a plugin (using the LoadingOptions type definition from the Workspace API).
codeph,0.946,true,topics/whr-add-videos.dita,125,any/emphasis,0.224,0.102,0.946,codeph,"If you copy the embed code from the source and paste it into the Insert Media dialog box (see the specific instructions: here), the allowfullscreen parameter will automatically be added and all you have to do is set the value to [[true]]."
codeph,0.946,isAutoIDGenerationActive(),topics/unique_attributes_recognizer.dita,22,codeph/call,0.107,0.101,0.946,codeph,"Automatic ID generation - You can automatically generate unique IDs for newly inserted elements. Implementations are already available for the DITA and DocBook frameworks. The following methods can be implemented to accomplish this: assignUniqueIDs(int startOffset, int endOffset), [[isAutoIDGenerationActive()]]"
codeph,0.946,-Dee8.preview.mode=true,topics/wa-wildfly-tutorial.dita,22,codeph/flag,0.050,0.048,0.946,codeph,Run the standalone.bat (standalone.sh in Linux) executable from a command line and include the [[-Dee8.preview.mode=true]] system property. For example:./standalone.sh -Dee8.preview.mode=true
codeph,0.945,true,reusables/topics/reusables-webauthor-customization.dita,128,any/emphasis,0.398,0.098,0.945,codeph,"runDiffOnChange (File Merge Tool parameter) - This parameter can be used to control whether or not the visual highlights are updated automatically when the user makes changes to the document in the Web Author Merge tool. Possible values are: true, false, and auto (default value and it means that the value is set as [[true]] if the size of the merged file is less than 10 KB, otherwise it is set to "
codeph,0.945,WebappServlet,topics/web-author-custom-connection-to-a-file-server.dita,155,any/emphasis,0.074,0.164,0.945,codeph,"The connector may have to implement an OAuth flow, or to show username and password form, or even receive an authentication token from the user. In all cases, it has to store the authentication info into the SessionStore. For this, it can define a [[WebappServlet]] extension by extending the ro.sync.ecss.extensions.api.webapp.plugin.ServletPluginExtension API class. This allows the connector to re"
codeph,0.945,hideBreadcrumb,topics/webauthor-user-management-integration.dita,59,codeph/identifier,0.174,0.134,0.945,codeph,You can hide the breadcrumb that shows the document's XML structure and normally appears at the bottom of the interface. You can do this by setting the [[hideBreadcrumb]] property in a plugin (using the LoadingOptions type definition from the Workspace API).
codeph,0.945,webhelp.fragment.welcome,reusables/topics/reusables-webhelp-output-parameters.dita,661,codeph/identifier,0.199,0.185,0.945,codeph,[[webhelp.fragment.welcome]] || This parameter can be used to display a given XHTML fragment as a welcome message (or title). The value of the parameter can be either a well-formed XHTML fragment or a path to a file that contains a well-formed XHTML fragment.
codeph,0.945,externalParams,topics/dg-default-author-operations.dita,759,codeph/identifier,0.219,0.107,0.945,codeph,"You can pass custom values for each parameter by setting the [[externalParams]] to param1=value1,param2=value2."
codeph,0.945,externalParams,topics/dg-default-author-operations.dita,931,codeph/identifier,0.219,0.107,0.945,codeph,"You can pass custom values for each parameter by setting the [[externalParams]] to param1=value1,param2=value2."
codeph,0.945,end-on-even,topics/ch_css_extensions.dita,234,any/emphasis,0.526,0.134,0.945,codeph,auto | even | odd | [[end-on-even]] | end-on-odd | no-force | inherit | initial | unset || -oxy-force-page-count | Used to impose a constraint on the number of pages in a page sequence. It may increase the total number of pages from the page sequence by adding blank pages.@page chapter-page { -oxy-force-page-count: end-on-even; } auto Force the last page in this page-sequence to be an odd-page if 
codeph,0.945,width,topics/dg-table-column-width-provider.dita,102,any/emphasis,0.154,0.276,0.945,codeph,Methods getTableWidth and getCellWidth are used to determine the table and column width. The table layout engine will ask this ro.sync.ecss.extensions.api.AuthorTableColumnWidthProvider implementation what is the table width for each table element and the cell width for each cell element from the table that was marked as cell in the CSS using the property display:table-cell. The implementation is 
codeph,0.945,top,reusables/topics/reusables-webhelp-output-parameters.dita,1060,any/emphasis,0.718,0.125,0.945,codeph,Controls the placement of the title for figures (relative to the image). Possible values include [[top]] (default) and bottom.
codeph,0.945,GeneralPluginExtension interface,topics/general-plugin.dita,23,any/emphasis,0.057,0.162,0.945,codeph,"[[GeneralPluginExtension interface]] || Intended for general-purpose plugins, kind of external tools but triggered from the Plugins menu. The implementing classes must provide the method process(GeneralPluginContext), which must provide the plugin processing. This method takes as a parameter a GeneralPluginContext object."
codeph,0.945,"""$schema"": ""http://json-schema.org/draft-07/schema""",topics/json-validating-json-schema.dita,29,any/emphasis,0.077,0.125,0.945,codeph,"If there is a [[""$schema"": ""http://json-schema.org/draft-07/schema""]] property in the schema root, then Draft 7 will be used."
codeph,0.945,webhelp.fragment.feedback,reusables/topics/reusables-webhelp-output-parameters.dita,369,codeph/identifier,0.424,0.233,0.945,codeph,"[[webhelp.fragment.feedback]] || You can integrate Oxygen Feedback with your WebHelp Responsive output to provide a comments area at the bottom of each page where readers can offer feedback. When you create an Oxygen Feedback site configuration, an HTML fragment is generated during the final step of the creation process and that fragment should be set as the value for this parameter."
codeph,0.945,EditorComponentProvider,topics/component_faq.dita,25,any/emphasis,0.243,0.147,0.945,codeph,A single AuthorComponentFactory instance can create multiple [[EditorComponentProvider]] editors that can then be added and managed by the developer who customizes the component in a Swing JTabbedPane. A single license (floating or user-based) is enough for this.
codeph,0.945,EditPropertiesHandler,topics/edit-properties-handler.dita,32,any/emphasis,0.466,0.365,0.945,codeph,Specify the [[EditPropertiesHandler]] in the Author edit properties handler individual extension in the Extensions tab of the Document Type configuration dialog box for your particular document type.
codeph,0.944,top,topics/dcpp_parameters.dita,401,any/emphasis,0.724,0.159,0.944,codeph,"Controls the title placement of the figures, relative to the image. Possible values include [[top]] (default) and bottom.  || figure.title.placement"
codeph,0.944,oxy:allows-global-element(),topics/oxy-allows-global-element.dita,13,codeph/qname,0.115,0.153,0.944,codeph,"The [[oxy:allows-global-element()]] function allows you to check whether or not an element that matches the arguments of the function is valid for the current framework, according to the associated schema. It has the following signature:"
codeph,0.944,avoid,topics/ch_css_extensions.dita,149,any/emphasis,0.202,0.075,0.944,codeph,"always | auto | [[avoid]] | initial | unset || -oxy-column-break-before | This can be used to either force or eliminate a column break between the matching element and the previous sibling. Supported values are: always - to force the column break, or avoid - to keep the end of the previous sibling together with the beginning of the matching element in the same column. | auto | no"
codeph,0.944,widows,topics/ch_widows_and_orphans.dita,15,any/emphasis,0.257,0.132,0.944,codeph,[[widows]] - This property specifies the minimum number of line boxes of a block container that must be left in a paragraph created on the next page after a break.
codeph,0.944,xi:include,topics/including-document-parts-with-XInclude.dita,73,codeph/qname,0.126,0.277,0.944,codeph,The href attribute of the xi:include element specifies that the introduction.xml file will replace the [[xi:include]] element when the document is parsed.
codeph,0.944,-Xmx,topics/set-parameters-for-application-launchers.dita,31,codeph/flag,0.253,0.175,0.944,codeph,"Locate the [[-Xmx]] parameter in the oxygen.vmoptionsoxygenAuthor.vmoptionsoxygenDeveloper.vmoptionsoxygenJSONEditor.vmoptionssyncroSVNClient.vmoptions file. If it is located in a directory where you do not have write access, copy the file to another folder (where you do have write access), modify it there, and then copy it back to the original location.The parameters from the .vmoptions file are "
codeph,0.944,false,reusables/topics/reusables-webauthor-customization.dita,128,any/emphasis,0.351,0.085,0.944,codeph,"runDiffOnChange (File Merge Tool parameter) - This parameter can be used to control whether or not the visual highlights are updated automatically when the user makes changes to the document in the Web Author Merge tool. Possible values are: true, [[false]], and auto (default value and it means that the value is set as true if the size of the merged file is less than 10 KB, otherwise it is set to "
codeph,0.944,URLSearchParams,topics/wh-configure-custom-search-engine.dita,69,any/emphasis,0.078,0.114,0.944,codeph,[[URLSearchParams]] is not supported on all browsers (it is used as an example). A list with the supported browsers can be found here. A different solution should be used if you need to support other browsers. 
codeph,0.944,false,reusables/topics/reusables-webauthor-customization.dita,128,any/emphasis,0.395,0.097,0.944,codeph,"runDiffOnChange (File Merge Tool parameter) - This parameter can be used to control whether or not the visual highlights are updated automatically when the user makes changes to the document in the Web Author Merge tool. Possible values are: true, false, and auto (default value and it means that the value is set as true if the size of the merged file is less than 10 KB, otherwise it is set to fals"
codeph,0.944,canHandleEvent,topics/author-action-event-handler.dita,46,codeph/identifier,0.044,0.142,0.944,codeph,"The following example illustrates the use-case mentioned in the introduction, that is an implementation for inserting a new line when the user presses Enter in Author mode. It uses the [[canHandleEvent]] method to make sure the insertion will be performed in an element that will preserve the new-line character. Then the handleEvent method inserts the new line at the current cursor position."
codeph,0.944,"""$schema"": ""http://json-schema.org/draft-06/schema""",topics/json-validating-json-schema.dita,25,any/emphasis,0.072,0.120,0.944,codeph,"If there is a [[""$schema"": ""http://json-schema.org/draft-06/schema""]] property in the schema root, then Draft 6 will be used."
codeph,0.943,bookmeta/bookchangehistory,topics/dcpp_how_to_add_a_draft_watermark.dita,23,any/emphasis,0.219,0.379,0.943,codeph,"Suppose you want to apply a Draft watermark until your DITA bookmap is approved and the map is approved when an approved element has been added to the metadata section (for example, in the [[bookmeta/bookchangehistory]] element). "
codeph,0.943,URLChooserToolbarExtension interface,topics/custom-protocol-plugin.dita,69,any/emphasis,0.169,0.197,0.943,codeph,[[URLChooserToolbarExtension interface]] || Makes it possible to provide a toolbar entry that is used for launching the custom URLs chooser from the URLChooserPluginExtension implementation. This interface provides two methods: getToolbarIcon() Returns the javax.swing.Icon image used on the toolbar. getToolbarTooltip() Returns a String that is the tooltip used on the toolbar button.
codeph,0.943,top,topics/dcpp_parameters.dita,598,any/emphasis,0.668,0.168,0.943,codeph,Controls the placement of the title for tables. Possible values include [[top]] (default) and bottom.  || table.title.placement
codeph,0.943,false,topics/eppo-installation-linux.dita,183,any/emphasis,0.369,0.136,0.943,codeph,"Used to download resources (links to video demonstrations, webinars, and upcoming events) from to populate the application welcome screen. Possible values are true (default) or [[false]]."
codeph,0.943,false,topics/eppo-installation-linux.dita,267,any/emphasis,0.369,0.136,0.943,codeph,"Used to download resources (links to video demonstrations, webinars, and upcoming events) from to populate the application welcome screen. Possible values are true (default) or [[false]]."
codeph,0.943,false,topics/eppo-installation-windows.dita,169,any/emphasis,0.369,0.136,0.943,codeph,"Used to download resources (links to video demonstrations, webinars, and upcoming events) from to populate the application welcome screen. Possible values are true (default) or [[false]]."
codeph,0.943,false,topics/eppo-installation-windows.dita,248,any/emphasis,0.369,0.136,0.943,codeph,"Used to download resources (links to video demonstrations, webinars, and upcoming events) from to populate the application welcome screen. Possible values are true (default) or [[false]]."
codeph,0.943,head,topics/mathjax-webhelp2.dita,22,any/emphasis,0.189,0.195,0.943,codeph,"If you have DITA content that has embedded MathML equations and you want to properly view the equations in published HTML output types (such as WebHelp), you need to add a reference to the MathJax script in the [[head]] element of all HTML files that have the equation embedded."
codeph,0.943,https://www.oxygenxml.com/InstData/Addons/default/updateSite.xml,ai/ai_positron-installation.dita,24,any/emphasis,0.486,0.665,0.943,codeph,"Go to Help Install new add-ons to open an add-on selection dialog box. Enter or paste [[https://www.oxygenxml.com/InstData/Addons/default/updateSite.xml]] in the Show add-ons from field or select it from the drop-down menu.If you have issues connecting to the default update site, you can download the add-on package, unzip it, then use the Browse for local files action in the Install new add-ons di"
codeph,0.943,https://www.oxygenxml.com/InstData/Addons/default/updateSite.xml,topics/fluenta-dita-translation-add-on.dita,37,any/emphasis,0.486,0.665,0.943,codeph,"Go to Help Install new add-ons to open an add-on selection dialog box. Enter or paste [[https://www.oxygenxml.com/InstData/Addons/default/updateSite.xml]] in the Show add-ons from field or select it from the drop-down menu.If you have issues connecting to the default update site, you can download the add-on package, unzip it, then use the Browse for local files action in the Install new add-ons di"
codeph,0.943,https://www.oxygenxml.com/InstData/Addons/default/updateSite.xml,topics/git-addon.dita,34,any/emphasis,0.486,0.665,0.943,codeph,"Go to Help Install new add-ons to open an add-on selection dialog box. Enter or paste [[https://www.oxygenxml.com/InstData/Addons/default/updateSite.xml]] in the Show add-ons from field or select it from the drop-down menu.If you have issues connecting to the default update site, you can download the add-on package, unzip it, then use the Browse for local files action in the Install new add-ons di"
codeph,0.943,webhelp.fragment.after.publication.toc,topics/whr_publishing_template_contents.dita,615,codeph/identifier,0.387,0.347,0.943,codeph,[[webhelp.fragment.after.publication.toc]] - Displays the specified XHTML fragment after the publication's table of contents component in the topic page.
codeph,0.943,backup.license.servlet.user.name,topics/eppo-installation-linux.dita,160,codeph/identifier,0.481,0.074,0.943,codeph,[[backup.license.servlet.user.name]] || Specifies the user name for the backup HTTP license server.
codeph,0.943,backup.license.servlet.user.name,topics/eppo-installation-windows.dita,146,codeph/identifier,0.481,0.074,0.943,codeph,[[backup.license.servlet.user.name]] || Specifies the user name for the backup HTTP license server.
codeph,0.942,license.servlet.user.name,topics/eppo-installation-linux.dita,192,codeph/identifier,0.403,0.087,0.942,codeph,[[license.servlet.user.name]] || Specifies the user name for the HTTP license server.
codeph,0.942,license.servlet.user.name,topics/eppo-installation-windows.dita,178,codeph/identifier,0.403,0.087,0.942,codeph,[[license.servlet.user.name]] || Specifies the user name for the HTTP license server.
codeph,0.942,false,reusables/topics/reusables-cf-wa-waCustom.dita,312,any/emphasis,0.407,0.307,0.942,codeph,Use [[false]] to disable the tooltip popup that is normally displayed at the cursor position. || show.caret.position.info | Boolean
codeph,0.942,yes,reusables/topics/reusables-webhelp-output-parameters.dita,1127,any/emphasis,0.359,0.219,0.942,codeph,"Indicates if Markdown topics and an llms.txt file should be created alongside the standard HTML output. Possible values are no (default) or [[yes]]. The llms.txt file can be used together with companion Markdown (.md) files to provide LLMs with a clean, simplified view of site content and a curated index of the most relevant resources."
codeph,0.942,AuthorExternalObjectInsertionHandler,topics/dg-drop-paste-handler.dita,31,any/emphasis,0.355,0.133,0.942,codeph,"If your framework is an extension of DITA, DocBook, TEI, or XHTML, you can specify the [[AuthorExternalObjectInsertionHandler]] in the Author extern object Insertion handler individual extension in the Extensions tab of the Document Type configuration dialog box for your particular document type."
codeph,0.942,true,topics/dita-map-transformation-fails-duplicated-topics.dita,12,any/emphasis,0.294,0.202,0.942,codeph,"By default the WebHelp transformation uses the force-unique parameter set to [[true]] to force the transformation to create unique output files for each instance of a resource when a map contains multiple references to a single topic. However, there are cases when this feature does not work as expected and the duplicate topic references are not handled properly."
codeph,0.942,avoid,topics/ch_css_extensions.dita,137,any/emphasis,0.197,0.069,0.942,codeph,"always | auto | [[avoid]] | initial | unset || -oxy-column-break-after | This can be used to either force or eliminate a column break between the matching element and the next sibling. Supported values are: always - to force the column break, or avoid - to keep the end of the matching element together with the next sibling beginning in the same column. | auto | no"
codeph,0.942,ro.sync.ecss.extensions.api.AuthorExternalObjectInsertionHandler,topics/dg-drop-paste-handler.dita,48,codeph/identifier,0.155,0.081,0.942,codeph,[[ro.sync.ecss.extensions.api.AuthorExternalObjectInsertionHandler]].getImporterStylesheetFileName(AuthorAccess)
codeph,0.942,isLockingSupported(String protocol),topics/resource-locking-custom-protocol-plugin.dita,36,any/emphasis,0.096,0.154,0.942,codeph,"[[isLockingSupported(String protocol)]] || Returns a boolean that is true if the plugin accepts to manage locking for a certain URL protocol scheme (such as sftp, http, https, or customName)."
codeph,0.942,startElement,topics/dg-XPointerElementLocator-implem.dita,84,codeph/identifier,0.156,0.118,0.942,codeph,The method [[startElement]] will be invoked at the beginning of every element in the XML document(even when the element is empty). The arguments it takes are
